iom_source_index,location_pcode,location_name,adm1_name,adm2_name,adm3_name,adm3_pcode,best_candidate_hot_id,best_candidate_hot_name,best_candidate_score,best_candidate_status,accepted_hot_id,accepted_hot_name,accepted_similarity_score,accepted_match_status,accepted_candidate_rank,matching_decision,automatic_acceptance_threshold
7035,C6846,Abbad,Ar-Raqqa,Ath-Thawrah,Mansura,SY110301,node/573540233,`Ibad,66.67,Low confidence,,,,,,Review required,85.0
3472,C6839,Abu Assi,Ar-Raqqa,Ath-Thawrah,Mansura,SY110301,node/573543713,Abu `Asi,93.33,High confidence,node/573543713,Abu `Asi,93.33,High confidence,1.0,Accepted,85.0
3425,C5932,Abu Horaira,Ar-Raqqa,Ath-Thawrah,Mansura,SY110301,node/12124391914,Abu Huraira,90.91,High confidence,node/12124391914,Abu Huraira,90.91,High confidence,1.0,Accepted,85.0
3303,C5936,Abu Kbee - West,Ar-Raqqa,Ath-Thawrah,Mansura,SY110301,node/4922541455,jb bw SwS,54.55,Low confidence,,,,,,Review required,85.0
5353,C6720,Al Barouda,Ar-Raqqa,Ath-Thawrah,Mansura,SY110301,node/4556902921,al-Barouda,100.0,Exact,node/4556902921,al-Barouda,100.0,Exact,1.0,Accepted,85.0
5508,C6719,Al Hamam,Ar-Raqqa,Ath-Thawrah,Mansura,SY110301,node/3328251663,al-Hamam,100.0,Exact,node/3328251663,al-Hamam,100.0,Exact,1.0,Accepted,85.0
3966,C6838,Al Jamime,Ar-Raqqa,Ath-Thawrah,Mansura,SY110301,node/4750803073,Al-Jameen,77.78,Review,,,,,,Review required,85.0
3271,C6824,Al Rasafeh,Ar-Raqqa,Ath-Thawrah,Mansura,SY110301,node/4922417625,Al Resafa,73.68,Review,,,,,,Review required,85.0
5624,C6845,Al Ulieh,Ar-Raqqa,Ath-Thawrah,Mansura,SY110301,node/12209110046,Al-Umeirat,55.56,Low confidence,,,,,,Review required,85.0
3043,C6831,Al-Ajil,Ar-Raqqa,Ath-Thawrah,Mansura,SY110301,node/573539400,Al `Ajal,85.71,High confidence,node/573539400,Al `Ajal,85.71,High confidence,1.0,Accepted,85.0
3473,C6841,Al-Hadaj,Ar-Raqqa,Ath-Thawrah,Mansura,SY110301,node/3328251663,al-Hamam,75.0,Review,,,,,,Review required,85.0
3420,C6835,Al-Msheirfeh,Ar-Raqqa,Ath-Thawrah,Mansura,SY110301,node/4750803049,Al-Mushayrifah,69.23,Low confidence,,,,,,Review required,85.0
3233,C6850,AlHora,Ar-Raqqa,Ath-Thawrah,Mansura,SY110301,node/573541727,Al-Hora,92.31,High confidence,node/573541727,Al-Hora,92.31,High confidence,1.0,Accepted,85.0
3459,C6501,Almajar,Ar-Raqqa,Ath-Thawrah,Mansura,SY110301,node/573542709,Al `Ajar,85.71,High confidence,node/573542709,Al `Ajar,85.71,High confidence,1.0,Accepted,85.0
3111,C6840,Big Ayed,Ar-Raqqa,Ath-Thawrah,Mansura,SY110301,node/573544170,Bi'r Hadle,55.56,Low confidence,,,,,,Review required,85.0
3169,C5949,Bir Abu Kubra,Ar-Raqqa,Ath-Thawrah,Mansura,SY110301,node/4922487083,Bi'r Abu Kubra,96.3,High confidence,node/4922487083,Bi'r Abu Kubra,96.3,High confidence,1.0,Accepted,85.0
3424,C6833,Bir Ahmad Al-Khalaf,Ar-Raqqa,Ath-Thawrah,Mansura,SY110301,node/4922523586,Bir al Amalah,62.5,Low confidence,,,,,,Review required,85.0
3209,C6821,Bir Al-Zanati,Ar-Raqqa,Ath-Thawrah,Mansura,SY110301,node/4882152582,Bir al Dafid,72.0,Review,,,,,,Review required,85.0
3139,C5940,Bir Enbaj,Ar-Raqqa,Ath-Thawrah,Mansura,SY110301,node/4003067700,Bi'r Inbaj,84.21,Review,,,,,,Review required,85.0
3434,C5933,Bir Hadleh,Ar-Raqqa,Ath-Thawrah,Mansura,SY110301,node/573544170,Bi'r Hadle,90.0,High confidence,node/573544170,Bi'r Hadle,90.0,High confidence,1.0,Accepted,85.0
3172,C6818,Bir Horan,Ar-Raqqa,Ath-Thawrah,Mansura,SY110301,node/573543734,Bi'r Mulayhan,63.64,Low confidence,,,,,,Review required,85.0
3173,C6820,Bir Itaw,Ar-Raqqa,Ath-Thawrah,Mansura,SY110301,node/4003067700,Bi'r Inbaj,66.67,Low confidence,,,,,,Review required,85.0
3396,C5945,Bir Khattab,Ar-Raqqa,Ath-Thawrah,Mansura,SY110301,node/12238717793,Bi'r Khattab,95.65,High confidence,node/12238717793,Bi'r Khattab,95.65,High confidence,1.0,Accepted,85.0
3470,C6836,Bir Mleihan,Ar-Raqqa,Ath-Thawrah,Mansura,SY110301,node/573543734,Bi'r Mulayhan,75.0,Review,,,,,,Review required,85.0
3210,C6822,Bir Safiyeh,Ar-Raqqa,Ath-Thawrah,Mansura,SY110301,node/4919770645,bir al safiyah,80.0,Review,,,,,,Review required,85.0
6500,C5939,Debsi Afnan,Ar-Raqqa,Ath-Thawrah,Mansura,SY110301,node/573543339,Debsi Afnan,100.0,Exact,node/573543339,Debsi Afnan,100.0,Exact,1.0,Accepted,85.0
6499,C5931,Debsi Faraj,Ar-Raqqa,Ath-Thawrah,Mansura,SY110301,node/573540470,Dibsi Faraj,90.91,High confidence,node/573540470,Dibsi Faraj,90.91,High confidence,1.0,Accepted,85.0
651,C5944,Eastern Ghazala,Ar-Raqqa,Ath-Thawrah,Mansura,SY110301,node/12356339054,Ghazala Gharbiya,64.52,Low confidence,,,,,,Review required,85.0
3140,C5948,Eastern Zamleh,Ar-Raqqa,Ath-Thawrah,Mansura,SY110301,node/12193219861,Az-Zamle ash-Sharqiya,51.43,Low confidence,,,,,,Review required,85.0
3436,C5943,Emeirat,Ar-Raqqa,Ath-Thawrah,Mansura,SY110301,node/12209110046,Al-Umeirat,70.59,Review,,,,,,Review required,85.0
3359,C5953,Fakhikheh,Ar-Raqqa,Ath-Thawrah,Mansura,SY110301,node/4922482354,Sheikh al Hamdan,40.0,Low confidence,,,,,,Review required,85.0
3435,C5946,Ghamamiz,Ar-Raqqa,Ath-Thawrah,Mansura,SY110301,node/12209111198,Al-Ghamamiz,84.21,Review,,,,,,Review required,85.0
4505,C5937,Hora,Ar-Raqqa,Ath-Thawrah,Mansura,SY110301,node/573541727,Al-Hora,72.73,Review,,,,,,Review required,85.0
5613,C6848,Hunaida,Ar-Raqqa,Ath-Thawrah,Mansura,SY110301,node/4750803061,Hidaj,66.67,Low confidence,,,,,,Review required,85.0
3471,C8344,Jeb Ibrahim,Ar-Raqqa,Ath-Thawrah,Mansura,SY110301,node/573544601,Bi'r Rahum,57.14,Low confidence,,,,,,Review required,85.0
742,C5935,Jeidine,Ar-Raqqa,Ath-Thawrah,Mansura,SY110301,node/573544141,Je'aidin,80.0,Review,,,,,,Review required,85.0
3469,C6832,Jub Al-Wawi,Ar-Raqqa,Ath-Thawrah,Mansura,SY110301,node/573541242,Al Bawsi,73.68,Review,,,,,,Review required,85.0
3295,C6826,Jub Ghanam,Ar-Raqqa,Ath-Thawrah,Mansura,SY110301,node/4922539895,jb Gnm,75.0,Review,,,,,,Review required,85.0
3137,C5934,Karadi,Ar-Raqqa,Ath-Thawrah,Mansura,SY110301,node/573542864,Al `Ajrawi,53.33,Low confidence,,,,,,Review required,85.0
3170,C6815,Kherbet Halol,Ar-Raqqa,Ath-Thawrah,Mansura,SY110301,node/4750803084,Al-Kerein,63.64,Low confidence,,,,,,Review required,85.0
372,C5941,Krein,Ar-Raqqa,Ath-Thawrah,Mansura,SY110301,node/4750803084,Al-Kerein,71.43,Review,,,,,,Review required,85.0
3454,C5951,Madhir,Ar-Raqqa,Ath-Thawrah,Mansura,SY110301,node/573538959,Mad'hir,92.31,High confidence,node/573538959,Mad'hir,92.31,High confidence,1.0,Accepted,85.0
36,C5942,Mansura,Ar-Raqqa,Ath-Thawrah,Mansura,SY110301,node/4881896835,Al-Mansoura,77.78,Review,,,,,,Review required,85.0
3360,C5952,Mashrafet Elsaab,Ar-Raqqa,Ath-Thawrah,Mansura,SY110301,node/573542191,Mashrafet as-Sa'ab,82.35,Review,,,,,,Review required,85.0
3397,C5930,Ramthan,Ar-Raqqa,Ath-Thawrah,Mansura,SY110301,node/573544883,Ramthan,100.0,Exact,node/573544883,Ramthan,100.0,Exact,1.0,Accepted,85.0
3253,C5938,Sefsafa,Ar-Raqqa,Ath-Thawrah,Mansura,SY110301,node/573542743,As-Sefsafa,82.35,Review,,,,,,Review required,85.0
3971,C5947,Sheib Eldakar,Ar-Raqqa,Ath-Thawrah,Mansura,SY110301,node/573537699,Shueib adh-Dhakar,73.33,Review,,,,,,Review required,85.0
3296,C6829,Shwehan,Ar-Raqqa,Ath-Thawrah,Mansura,SY110301,node/4922434557,Shuwayhan,75.0,Review,,,,,,Review required,85.0
3171,C6816,Zamlah,Ar-Raqqa,Ath-Thawrah,Mansura,SY110301,node/4015513607,alsab,54.55,Low confidence,,,,,,Review required,85.0
3273,C6825,al Issawi,Ar-Raqqa,Ath-Thawrah,Mansura,SY110301,node/4922423507,al-Issawi,100.0,Exact,node/4922423507,al-Issawi,100.0,Exact,1.0,Accepted,85.0
3422,C7036,AL Amayr,Ar-Raqqa,Tell Abiad,Ein Issa,SY110202,node/567061134,Al-Amin,66.67,Low confidence,,,,,,Review required,85.0
710,C7069,AL Boz,Ar-Raqqa,Tell Abiad,Ein Issa,SY110202,node/571224563,Al-Mohra,57.14,Low confidence,,,,,,Review required,85.0
735,C7028,AL Naasan,Ar-Raqqa,Tell Abiad,Ein Issa,SY110202,node/3740881933,Al-Fatsa,70.59,Review,,,,,,Review required,85.0
3355,C7024,Abdu,Ar-Raqqa,Tell Abiad,Ein Issa,SY110202,node/3600794519,Abu ad Duhur,50.0,Low confidence,,,,,,Review required,85.0
740,C7025,Abu Harmala,Ar-Raqqa,Tell Abiad,Ein Issa,SY110202,node/12195484062,As-Saramda,57.14,Low confidence,,,,,,Review required,85.0
3972,C5898,Abu Khorzeh,Ar-Raqqa,Tell Abiad,Ein Issa,SY110202,node/3600652985,Abu Khorze,95.24,High confidence,node/3600652985,Abu Khorze,95.24,High confidence,1.0,Accepted,85.0
795,C5917,Abu Misnatein,Ar-Raqqa,Tell Abiad,Ein Issa,SY110202,node/12124391810,Abu Mesnatain,84.62,Review,,,,,,Review required,85.0
3264,C5914,Abu Nituleh,Ar-Raqqa,Tell Abiad,Ein Issa,SY110202,node/571220479,Abu Neitule,90.91,High confidence,node/571220479,Abu Neitule,90.91,High confidence,1.0,Accepted,85.0
3306,C6504,Abu Serra,Ar-Raqqa,Tell Abiad,Ein Issa,SY110202,node/3588515905,Abu Soura,77.78,Review,,,,,,Review required,85.0
3146,C6990,Al Hnian,Ar-Raqqa,Tell Abiad,Ein Issa,SY110202,node/4503864019,Al Huran,75.0,Review,,,,,,Review required,85.0
3224,C7009,Al Mastoura,Ar-Raqqa,Tell Abiad,Ein Issa,SY110202,node/571224563,Al-Mohra,73.68,Review,,,,,,Review required,85.0
3305,C7002,Al Mustareha,Ar-Raqqa,Tell Abiad,Ein Issa,SY110202,node/3740943979,Al-Mesterha,78.26,Review,,,,,,Review required,85.0
3168,C6997,Al Wahid,Ar-Raqqa,Tell Abiad,Ein Issa,SY110202,node/567061134,Al-Amin,66.67,Low confidence,,,,,,Review required,85.0
3308,C6996,Al Waqeed,Ar-Raqqa,Tell Abiad,Ein Issa,SY110202,node/4485405862,Al-Waqid / Swidden,56.0,Low confidence,,,,,,Review required,85.0
3115,C7010,Al-Hwija,Ar-Raqqa,Tell Abiad,Ein Issa,SY110202,node/12178644877,Al-Hijaziye,73.68,Review,,,,,,Review required,85.0
3237,C7006,Al-Moghirah,Ar-Raqqa,Tell Abiad,Ein Issa,SY110202,node/3740949262,al-Mughira,85.71,High confidence,node/3740949262,al-Mughira,85.71,High confidence,1.0,Accepted,85.0
3105,C8370,Alabadia,Ar-Raqqa,Tell Abiad,Ein Issa,SY110202,node/571224535,Al Adriyah,66.67,Low confidence,,,,,,Review required,85.0
3460,C7059,Alkwn,Ar-Raqqa,Tell Abiad,Ein Issa,SY110202,node/4503864471,lswydn,54.55,Low confidence,,,,,,Review required,85.0
3227,C6991,Almushahada,Ar-Raqqa,Tell Abiad,Ein Issa,SY110202,node/3740949262,al-Mughira,57.14,Low confidence,,,,,,Review required,85.0
7384,C5912,Amin,Ar-Raqqa,Tell Abiad,Ein Issa,SY110202,node/567061134,Al-Amin,72.73,Review,,,,,,Review required,85.0
3248,C5903,Arida Abu Jarada,Ar-Raqqa,Tell Abiad,Ein Issa,SY110202,node/12348880259,Aridat Abu Jarada,96.97,High confidence,node/12348880259,Aridat Abu Jarada,96.97,High confidence,1.0,Accepted,85.0
3478,C5899,Arida Ojeil,Ar-Raqqa,Tell Abiad,Ein Issa,SY110202,node/3600864445,Aridat Ujeil,86.96,High confidence,node/3600864445,Aridat Ujeil,86.96,High confidence,1.0,Accepted,85.0
3284,C7027,Atshana,Ar-Raqqa,Tell Abiad,Ein Issa,SY110202,node/12365006053,Farhaniya,62.5,Low confidence,,,,,,Review required,85.0
220,C7023,Ber Issa,Ar-Raqqa,Tell Abiad,Ein Issa,SY110202,node/12238718078,Bi'r Isa,75.0,Review,,,,,,Review required,85.0
3432,C8700,Ber Zanar,Ar-Raqqa,Tell Abiad,Ein Issa,SY110202,node/571219843,Zunnar al Kabir,58.33,Low confidence,,,,,,Review required,85.0
3287,C7032,Beyanon,Ar-Raqqa,Tell Abiad,Ein Issa,SY110202,node/4586810496,Mayan,50.0,Low confidence,,,,,,Review required,85.0
3453,C6983,Bir Al Dayer,Ar-Raqqa,Tell Abiad,Ein Issa,SY110202,node/4485387124,byr ldyr,70.0,Review,,,,,,Review required,85.0
264,C5894,Bir Issa,Ar-Raqqa,Tell Abiad,Ein Issa,SY110202,node/12238718078,Bi'r Isa,87.5,High confidence,node/12238718078,Bi'r Isa,87.5,High confidence,1.0,Accepted,85.0
3456,C5910,Bir Khat,Ar-Raqqa,Tell Abiad,Ein Issa,SY110202,node/571221112,Bi'r Khat,94.12,High confidence,node/571221112,Bi'r Khat,94.12,High confidence,1.0,Accepted,85.0
3363,C7042,Bughaz Saghirah,Ar-Raqqa,Tell Abiad,Ein Issa,SY110202,node/571220941,Bughaz as Saghirah,90.91,High confidence,node/571220941,Bughaz as Saghirah,90.91,High confidence,1.0,Accepted,85.0
3395,C8786,Dibes,Ar-Raqqa,Tell Abiad,Ein Issa,SY110202,node/571224481,Khirbat Sa`di,44.44,Low confidence,,,,,,Review required,85.0
3203,C6988,Dwamenih,Ar-Raqqa,Tell Abiad,Ein Issa,SY110202,node/4568478968,Dywayminah,66.67,Low confidence,,,,,,Review required,85.0
55,C5905,Ein Issa,Ar-Raqqa,Tell Abiad,Ein Issa,SY110202,node/3586482430,Ain Isa,80.0,Review,,,,,,Review required,85.0
3990,C5923,Farhaniya,Ar-Raqqa,Tell Abiad,Ein Issa,SY110202,node/12365006053,Farhaniya,100.0,Exact,node/12365006053,Farhaniya,100.0,Exact,1.0,Accepted,85.0
3174,C5913,Fatsa,Ar-Raqqa,Tell Abiad,Ein Issa,SY110202,node/3740881933,Al-Fatsa,76.92,Review,,,,,,Review required,85.0
3393,C7047,Frean,Ar-Raqqa,Tell Abiad,Ein Issa,SY110202,node/12384798113,Mereiran,61.54,Low confidence,,,,,,Review required,85.0
803,C7055,Frean Barabira,Ar-Raqqa,Tell Abiad,Ein Issa,SY110202,node/12348880259,Aridat Abu Jarada,51.61,Low confidence,,,,,,Review required,85.0
788,C7029,Habib Alahmed,Ar-Raqqa,Tell Abiad,Ein Issa,SY110202,node/12200016720,Ash-Shibl,54.55,Low confidence,,,,,,Review required,85.0
3175,C7003,Hadriyat,Ar-Raqqa,Tell Abiad,Ein Issa,SY110202,node/4485357244,lHDryt,71.43,Review,,,,,,Review required,85.0
6987,C5922,Hanano,Ar-Raqqa,Tell Abiad,Ein Issa,SY110202,node/12390956567,Hanano,100.0,Exact,node/12390956567,Hanano,100.0,Exact,1.0,Accepted,85.0
3429,C6984,Harbisheh,Ar-Raqqa,Tell Abiad,Ein Issa,SY110202,node/4568478967,Huraybishah,70.0,Review,,,,,,Review required,85.0
3364,C7043,Haymara Kabir,Ar-Raqqa,Tell Abiad,Ein Issa,SY110202,node/571220863,Haymar al Kabir,92.86,High confidence,node/571220863,Haymar al Kabir,92.86,High confidence,1.0,Accepted,85.0
3366,C5904,Hijazieh,Ar-Raqqa,Tell Abiad,Ein Issa,SY110202,node/12178644877,Al-Hijaziye,73.68,Review,,,,,,Review required,85.0
3144,C5927,Hisheh,Ar-Raqqa,Tell Abiad,Ein Issa,SY110202,node/571224553,Al-Hishe,71.43,Review,,,,,,Review required,85.0
3294,C7005,Houran,Ar-Raqqa,Tell Abiad,Ein Issa,SY110202,node/4503864019,Al Huran,71.43,Review,,,,,,Review required,85.0
3223,C7015,Jadida,Ar-Raqqa,Tell Abiad,Ein Issa,SY110202,node/3600885117,Jurn Adar,53.33,Low confidence,,,,,,Review required,85.0
5259,C5915,Jahjah,Ar-Raqqa,Tell Abiad,Ein Issa,SY110202,node/3600653862,Al-Jahjah,80.0,Review,,,,,,Review required,85.0
6023,C7037,Jatama,Ar-Raqqa,Tell Abiad,Ein Issa,SY110202,node/571224529,Jutama,83.33,Review,,,,,,Review required,85.0
3394,C6989,Juayzaa,Ar-Raqqa,Tell Abiad,Ein Issa,SY110202,node/571220216,`Urayzah,71.43,Review,,,,,,Review required,85.0
3991,C5918,Kafifeh,Ar-Raqqa,Tell Abiad,Ein Issa,SY110202,node/5052083055,Kafifah,85.71,High confidence,node/5052083055,Kafifah,85.71,High confidence,1.0,Accepted,85.0
3423,C7021,Khafieh,Ar-Raqqa,Tell Abiad,Ein Issa,SY110202,node/571224477,Khafiyah,80.0,Review,,,,,,Review required,85.0
3997,C7018,Khaldiya,Ar-Raqqa,Tell Abiad,Ein Issa,SY110202,node/571224477,Khafiyah,75.0,Review,,,,,,Review required,85.0
3970,C8839,Kharbet Youssef Al-Dayb,Ar-Raqqa,Tell Abiad,Ein Issa,SY110202,node/3600864443,Khirbat Yusuf Dib,65.0,Low confidence,,,,,,Review required,85.0
3965,C5916,Kherbet Elbeida,Ar-Raqqa,Tell Abiad,Ein Issa,SY110202,node/12304220508,Khirbet al-Bida,80.0,Review,,,,,,Review required,85.0
5971,C7049,Kherbet Eljhasha,Ar-Raqqa,Tell Abiad,Ein Issa,SY110202,node/571225240,Khirbet Hadla,68.97,Low confidence,,,,,,Review required,85.0
3345,C7052,Kherbet Fares,Ar-Raqqa,Tell Abiad,Ein Issa,SY110202,node/3588402738,Khirbat Faris,76.92,Review,,,,,,Review required,85.0
3988,C5906,Kherbet Hadla,Ar-Raqqa,Tell Abiad,Ein Issa,SY110202,node/571225240,Khirbet Hadla,92.31,High confidence,node/571225240,Khirbet Hadla,92.31,High confidence,1.0,Accepted,85.0
3241,C7007,Khirbat Fulayfil,Ar-Raqqa,Tell Abiad,Ein Issa,SY110202,node/571224576,Khirbat Fulayfil,100.0,Exact,node/571224576,Khirbat Fulayfil,100.0,Exact,1.0,Accepted,85.0
4003,C8335,Khirbat Karm,Ar-Raqqa,Tell Abiad,Ein Issa,SY110202,node/3588402738,Khirbat Faris,80.0,Review,,,,,,Review required,85.0
3332,C7001,Khirbit Shaikh Jedy,Ar-Raqqa,Tell Abiad,Ein Issa,SY110202,node/571224481,Khirbat Sa`di,68.75,Low confidence,,,,,,Review required,85.0
585,C7019,Khurejah,Ar-Raqqa,Tell Abiad,Ein Issa,SY110202,node/571224494,Kharijah,75.0,Review,,,,,,Review required,85.0
3267,C7026,Kolah,Ar-Raqqa,Tell Abiad,Ein Issa,SY110202,node/5052088594,Jolan,60.0,Low confidence,,,,,,Review required,85.0
3480,C7058,Korkahiyah,Ar-Raqqa,Tell Abiad,Ein Issa,SY110202,node/571224477,Khafiyah,66.67,Low confidence,,,,,,Review required,85.0
6763,C6776,Kormaza,Ar-Raqqa,Tell Abiad,Ein Issa,SY110202,node/3600613749,Kuramazah,75.0,Review,,,,,,Review required,85.0
5865,C7038,Korumaza Khalaf,Ar-Raqqa,Tell Abiad,Ein Issa,SY110202,node/3600613749,Kuramazah,58.33,Low confidence,,,,,,Review required,85.0
6630,C7035,Korumaza Wasta,Ar-Raqqa,Tell Abiad,Ein Issa,SY110202,node/567061145,Wasitah Maksur,57.14,Low confidence,,,,,,Review required,85.0
3292,C5924,Laqta,Ar-Raqqa,Tell Abiad,Ein Issa,SY110202,node/12376713220,Laqta,100.0,Exact,node/12376713220,Laqta,100.0,Exact,1.0,Accepted,85.0
3365,C5897,Lower Jern Elaswad,Ar-Raqqa,Tell Abiad,Ein Issa,SY110202,node/3600786121,Jirn al-Aswad Tahtani,56.41,Low confidence,,,,,,Review required,85.0
3333,C6998,Maayan,Ar-Raqqa,Tell Abiad,Ein Issa,SY110202,node/4586810496,Mayan,90.91,High confidence,node/4586810496,Mayan,90.91,High confidence,1.0,Accepted,85.0
3455,C6503,Mabuja,Ar-Raqqa,Tell Abiad,Ein Issa,SY110202,node/4586810496,Mayan,54.55,Low confidence,,,,,,Review required,85.0
3262,C5925,Madlaj,Ar-Raqqa,Tell Abiad,Ein Issa,SY110202,node/3600655017,Madlaj,100.0,Exact,node/3600655017,Madlaj,100.0,Exact,1.0,Accepted,85.0
3236,C5921,Maghar,Ar-Raqqa,Tell Abiad,Ein Issa,SY110202,node/571220660,Maghar,100.0,Exact,node/571220660,Maghar,100.0,Exact,1.0,Accepted,85.0
3290,C7033,Maksor,Ar-Raqqa,Tell Abiad,Ein Issa,SY110202,node/3588515905,Abu Soura,53.33,Low confidence,,,,,,Review required,85.0
145,C6769,Maroda,Ar-Raqqa,Tell Abiad,Ein Issa,SY110202,node/571220648,Mardod,83.33,Review,,,,,,Review required,85.0
4098,C7031,Marudah Fawqani,Ar-Raqqa,Tell Abiad,Ein Issa,SY110202,node/571224476,Nimrudiyah,64.0,Low confidence,,,,,,Review required,85.0
3135,C5928,Mashrafet Elhzzaa,Ar-Raqqa,Tell Abiad,Ein Issa,SY110202,node/12384798694,Mashrafet al-Hazzaa,88.89,High confidence,node/12384798694,Mashrafet al-Hazzaa,88.89,High confidence,1.0,Accepted,85.0
6220,C5920,Milsun Ein Issa,Ar-Raqqa,Tell Abiad,Ein Issa,SY110202,node/3586482430,Ain Isa,54.55,Low confidence,,,,,,Review required,85.0
3109,C7000,Mlehan,Ar-Raqqa,Tell Abiad,Ein Issa,SY110202,node/12384798113,Mereiran,57.14,Low confidence,,,,,,Review required,85.0
4002,C8785,Moalaq,Ar-Raqqa,Tell Abiad,Ein Issa,SY110202,node/3600655017,Madlaj,66.67,Low confidence,,,,,,Review required,85.0
3426,C5902,Mohra,Ar-Raqqa,Tell Abiad,Ein Issa,SY110202,node/571224563,Al-Mohra,76.92,Review,,,,,,Review required,85.0
3458,C5926,Mreiran,Ar-Raqqa,Tell Abiad,Ein Issa,SY110202,node/12384798113,Mereiran,93.33,High confidence,node/12384798113,Mereiran,93.33,High confidence,1.0,Accepted,85.0
4005,C7016,Msherfeh,Ar-Raqqa,Tell Abiad,Ein Issa,SY110202,node/571224462,Mushayrifah,63.16,Low confidence,,,,,,Review required,85.0
3263,C8334,Mushayrifat at-Taban,Ar-Raqqa,Tell Abiad,Ein Issa,SY110202,node/571224462,Mushayrifah,64.52,Low confidence,,,,,,Review required,85.0
3266,C6502,Mustriha,Ar-Raqqa,Tell Abiad,Ein Issa,SY110202,node/3740943979,Al-Mesterha,63.16,Low confidence,,,,,,Review required,85.0
3457,C6986,Mweileh,Ar-Raqqa,Tell Abiad,Ein Issa,SY110202,node/4586808276,Nebiye,46.15,Low confidence,,,,,,Review required,85.0
3368,C6992,Nabeh,Ar-Raqqa,Tell Abiad,Ein Issa,SY110202,node/4568478966,Nasriyeh,61.54,Low confidence,,,,,,Review required,85.0
3326,C6505,Nahit,Ar-Raqqa,Tell Abiad,Ein Issa,SY110202,node/571221061,Khirbat Nahit,55.56,Low confidence,,,,,,Review required,85.0
3992,C5900,Nasriyeh,Ar-Raqqa,Tell Abiad,Ein Issa,SY110202,node/4568478966,Nasriyeh,100.0,Exact,node/4568478966,Nasriyeh,100.0,Exact,1.0,Accepted,85.0
596,C6778,Qara Sharaf,Ar-Raqqa,Tell Abiad,Ein Issa,SY110202,node/3600655016,Qarah Sharaf,95.65,High confidence,node/3600655016,Qarah Sharaf,95.65,High confidence,1.0,Accepted,85.0
793,C8373,Qba salhya,Ar-Raqqa,Tell Abiad,Ein Issa,SY110202,node/3600655016,Qarah Sharaf,54.55,Low confidence,,,,,,Review required,85.0
3307,C5896,Sabe Jfar,Ar-Raqqa,Tell Abiad,Ein Issa,SY110202,node/3586462032,Sabe' Jefar,94.74,High confidence,node/3586462032,Sabe' Jefar,94.74,High confidence,1.0,Accepted,85.0
97,C5908,Sakhret Elsheikh,Ar-Raqqa,Tell Abiad,Ein Issa,SY110202,node/12335081978,Sakhret Abd-ash-Sheikh,73.68,Review,,,,,,Review required,85.0
3419,C5909,Saramda,Ar-Raqqa,Tell Abiad,Ein Issa,SY110202,node/12195484062,As-Saramda,82.35,Review,,,,,,Review required,85.0
3325,C7014,Sayda,Ar-Raqqa,Tell Abiad,Ein Issa,SY110202,node/4586810496,Mayan,60.0,Low confidence,,,,,,Review required,85.0
3452,C8372,Seda,Ar-Raqqa,Tell Abiad,Ein Issa,SY110202,node/571220010,Ouebda,60.0,Low confidence,,,,,,Review required,85.0
3361,C6993,Shali,Ar-Raqqa,Tell Abiad,Ein Issa,SY110202,node/4586808283,Shali,100.0,Exact,node/4586808283,Shali,100.0,Exact,1.0,Accepted,85.0
3989,C5695,Shamiyeh,Ar-Raqqa,Tell Abiad,Ein Issa,SY110202,node/12200016525,Ash-Shamiye,73.68,Review,,,,,,Review required,85.0
6889,C5911,Sharkrak,Ar-Raqqa,Tell Abiad,Ein Issa,SY110202,node/571224561,Ash-Sharkrak,80.0,Review,,,,,,Review required,85.0
3208,C6985,Shati Al-jmijm,Ar-Raqqa,Tell Abiad,Ein Issa,SY110202,node/3756060030,qry@ shTy ljmyjm,62.07,Low confidence,,,,,,Review required,85.0
3477,C7075,Shreaan,Ar-Raqqa,Tell Abiad,Ein Issa,SY110202,node/571220489,Shuwayhan,62.5,Low confidence,,,,,,Review required,85.0
3293,C6771,Shwaihan,Ar-Raqqa,Tell Abiad,Ein Issa,SY110202,node/571220489,Shuwayhan,82.35,Review,,,,,,Review required,85.0
3330,C7045,Shwihan,Ar-Raqqa,Tell Abiad,Ein Issa,SY110202,node/571220489,Shuwayhan,75.0,Review,,,,,,Review required,85.0
3354,C7041,Skhrat Matrod,Ar-Raqqa,Tell Abiad,Ein Issa,SY110202,node/3588402738,Khirbat Faris,61.54,Low confidence,,,,,,Review required,85.0
3386,C7040,Skhrat Omer,Ar-Raqqa,Tell Abiad,Ein Issa,SY110202,node/3588402738,Khirbat Faris,58.33,Low confidence,,,,,,Review required,85.0
426,C7030,Sukayru,Ar-Raqqa,Tell Abiad,Ein Issa,SY110202,node/3600560679,Sukayru,100.0,Exact,node/3600560679,Sukayru,100.0,Exact,1.0,Accepted,85.0
3235,C7008,Swaydan,Ar-Raqqa,Tell Abiad,Ein Issa,SY110202,node/4503864471,lswydn,76.92,Review,,,,,,Review required,85.0
3342,C7022,Tal Skiro,Ar-Raqqa,Tell Abiad,Ein Issa,SY110202,node/3600773996,Al Basriye,52.63,Low confidence,,,,,,Review required,85.0
3113,C8331,Tall Mounbateh,Ar-Raqqa,Tell Abiad,Ein Issa,SY110202,node/571224475,Tall Dubban,64.0,Low confidence,,,,,,Review required,85.0
